	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
405	3-dehydroquinate dehydratase, irreversible	DHQTi	[c] : 3dhq --> h2o + 3dhsk	0	1000	0
406	dimethylallyltranstransferase	DMATT	[c] : dmpp + ipdp --> ppi + grdp	0	1000	0
407	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	DMPPS	[c] : h + nadh + h2mb4p --> nad + h2o + dmpp	0	1000	0
408	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (NADP), reversible	DMPPS2r	[c] : h + nadph + h2mb4p <==> nadp + h2o + dmpp	-1000	1000	0
409	3-Dimethylubiquinonol 3-methyltransferase	DMQMT	[c] : amet + 2omhmbl --> h + ahcys + q8h2	0	1000	0
410	Dimethyl sulfoxide reductase (Menaquinol 8)	DMSOR1	[c] : mql8 + dmso --> h2o + mqn8 + dms	0	1000	0
411	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	DMSOR2	[c] : 2dmmql8 + dmso --> h2o + 2dmmq8 + dms	0	1000	0
412	Sink needed to allow 4-hydroxy-benzoate to leave system	DM_4HBA	[c] : 4hba --> 	0	1000	0
413	Sink needed to allow 5-deoxyribose to leave system	DM_5DRIB	[c] : 5drib --> 	0	1000	0
414	Sink needed to allow 5-Methylthio-D-ribose to leave system	DM_5MTR	[c] : 5mtr --> 	0	1000	0
415	Sink needed to allow glycol aldehyde to leave system	DM_GCALD	[c] : gcald --> 	0	1000	0
416	Sink needed to allow Hydroquinone to leave system	DM_HQN	[c] : hqn --> 	0	1000	0
417	DM atp(c)	DM_atp_c_	[c] : h2o + atp --> h + pi + adp	0	1000	0
418	Demand for biotin	DM_btn	[c] : btn --> 	0	1000	0
419	demand reaction for cardiolipin (tetratetradecanoyl, n-C14:0)	DM_clpn140(c)	[c] : clpn140 --> 	0	1000	0
420	demand reaction for cardiolipin (tetrahexadecanoyl, n-C16:0)	DM_clpn160(c)	[c] : clpn160 --> 	0	1000	0
421	demand reaction for cardiolipin (tetraoctadecanoyl, n-C18:0)	DM_clpn180(c)	[c] : clpn180 --> 	0	1000	0
422	demand reaction for cardiolipin (12-methyl-tetradecanoyl, anteiso-C15)	DM_clpnai15(c)	[c] : clpnai15 --> 	0	1000	0
423	demand reaction for cardiolipin (14-methyl-hexadecanoyl, anteiso-C17)	DM_clpnai17(c)	[c] : clpnai17 --> 	0	1000	0
424	demand reaction for cardiolipin (13-methyl-tetradecanoyl, iso-C15)	DM_clpni15(c)	[c] : clpni15 --> 	0	1000	0
425	demand reaction for cardiolipin (14-methyl-pentadecanoyl, iso-C16)	DM_clpni16(c)	[c] : clpni16 --> 	0	1000	0
426	demand reaction for cardiolipin (15-methyl-hexadecanoyl, iso-C17)	DM_clpni17(c)	[c] : clpni17 --> 	0	1000	0
427	Demand for 5-deoxyadenosine	DM_dad_5	[c] : dad_5 --> 	0	1000	0
428	Demand reaction for 4,5-dihydroxy-2,3-pentanedione	DM_dhptd(c)	[c] : dhptd <==> 	-1000	1000	0
429	demand reaction for teichuronic acid (GlcA + GalNac, 45 repeating unit)	DM_teich_45_BS(c)	[c] : teich_45_BS --> 	0	1000	0
430	dephospho-CoA kinase	DPCOAK	[c] : atp + dpcoa --> h + coa + adp	0	1000	0
431	2 dehydropantoate 2 reductase	DPRr	[c] : h + nadph + 2dhp <==> nadp + pant_R	-1000	1000	0
432	Deoxyribokinase	DRBK	[c] : atp + drib --> h + adp + 2dr5p	0	1000	0
433	Deoxyribose transport via ABC system	DRIBabc	h2o[c] + atp[c] + drib[e] --> h[c] + pi[c] + adp[c] + drib[c]	0	1000	0
434	2-Deoxy-D-ribose-5-phosphate acetaldehyde-lyase	DRPAr	[c] : 2dr5p <==> acald + g3p	-1000	1000	0
435	dTMP kinase	DTMPK	[c] : atp + dtmp --> adp + dtdp	0	1000	0
436	dihydrouracil dehydrogenase (NADP)	DURAD	[c] : nadp + 56dura <==> h + nadph + ura	-1000	1000	0
437	dihydrothymin dehydrogenase (NADP)	DURAD2	[c] : nadp + 56dthm <==> h + nadph + thym	-1000	1000	0
438	deoxyuridine phosphorylase	DURIPP	[c] : pi + duri <==> ura + 2dr1p	-1000	1000	0
439	dUTP diphosphatase	DUTPDP	[c] : h2o + dutp --> h + ppi + dump	0	1000	0
440	1-deoxy-D-xylulose reductoisomerase, reversible	DXPRIr	[c] : h + nadph + dxyl5p <==> nadp + 2me4p	-1000	1000	0
441	1-deoxy-D-xylulose 5-phosphate synthase	DXPS	[c] : h + pyr + g3p --> co2 + dxyl5p	0	1000	0
442	glyceraldehyde-3-phosphate dehydrogenase (NADP+) irreversible	D_GLY3PRi	[c] : nadp + h2o + g3p --> (2) h + nadph + 3pg	0	1000	0
443	D-Lactate dehydrogenase irreversible	D_LACD	[c] : (2) ficytC + lac_D --> (2) h + pyr + (2) focytC	0	1000	0
444	D-lactate transport via proton symport	D_LACt2	h[e] + lac_D[e] <==> h[c] + lac_D[c]	-1000	1000	0
445	Erythrose 4-phosphate dehydrogenase	E4PD	[c] : nad + h2o + e4p <==> (2) h + nadh + 4per	-1000	1000	0
446	10-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR10M12x	[c] : h + nadh + 10mtddec2eACP --> nad + 10mddcaACP	0	1000	0
447	11mtddec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR11M12	[c] : h + nadph + 11mtddec2eACP --> nadp + 11mddcaACP	0	1000	0
448	12mtmrs2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR12M14	[c] : h + nadph + 12mtmrs2eACP --> nadp + 12mmyrsACP	0	1000	0
449	13-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR13M14x	[c] : h + nadh + 13mtmrs2eACP --> nad + 13mmyrsACP	0	1000	0
450	14-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR14M16x	[c] : h + nadh + 14mtpalm2eACP --> nad + 14mpalmACP	0	1000	0
451	15-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR15M16x	[c] : h + nadh + 15mtpalm2eACP --> nad + 15mpalmACP	0	1000	0
452	4-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR4M6x	[c] : h + nadh + 4mthex2eACP --> nad + 4mhexACP	0	1000	0
453	5-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR5M6x	[c] : h + nadh + 5mthex2eACP --> nad + 5mhexACP	0	1000	0
454	6mtoct2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR6M8	[c] : h + nadph + 6mtoct2eACP --> nadp + 6mocACP	0	1000	0
455	7mtoct2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR7M8	[c] : h + nadph + 7mtoct2eACP --> nadp + 7mocACP	0	1000	0
456	8mtdec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR8M10	[c] : h + nadph + 8mtdec2eACP --> nadp + 8mdcaACP	0	1000	0
457	9mtdec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific	EAR9M10	[c] : h + nadph + 9mtdec2eACP --> nadp + 9mdcaACP	0	1000	0
458	3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA)	ECOAH12	[c] : h2o + 2mp2coa --> 3hibutcoa	0	1000	0
459	3-hydroxyacyl-CoA ((R)-3-hydroxybutanoyl-CoA)	ECOAH1R	[c] : 3hbcoa_R <==> h2o + b2coa	-1000	1000	0
460	2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA)	ECOAH9	[c] : h2o + 2mb2coa <==> 3hmbcoa	-1000	1000	0
461	2-dehydro-3-deoxy-D-gluconate-6-phosphate	EDA_R	[c] : 2ddg6p <==> pyr + g3p	-1000	1000	0
462	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase	EHGLAT	[c] : akg + e4hglu --> glu_L + 4h2oglt	0	1000	0
463	enolase	ENO	[c] : 2pg <==> h2o + pep	-1000	1000	0
464	Ethanolamine ammonia-lyase	ETHAAL	[c] : etha --> acald + nh4	0	1000	0
465	Ethanolamine transport in via proton symport	ETHAt2	h[e] + etha[e] --> h[c] + etha[c]	0	1000	0
466	ethanesulfonate transport via ABC system	ETHSO3abc	h2o[c] + atp[c] + ethso3[e] --> h[c] + pi[c] + adp[c] + ethso3[c]	0	1000	0
467	ethanol reversible transport	ETOHt	etoh[e] <==> etoh[c]	-1000	1000	0
468	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) exchange	EX_12dgr180(e)	[e] : 12dgr180 <==> 	-1000	1000	0
469	1,3-Propanediol exchange	EX_13ppd(e)	[e] : 13ppd <==> 	-1000	1000	0
470	2-Dehydro-3-deoxy-D-gluconate exchange	EX_2ddglcn(e)	[e] : 2ddglcn <==> 	-1000	1000	0
471	2-methylbutyrate exchange	EX_2mbut(e)	[e] : 2mbut <==> 	-1000	1000	0
472	(3,4-dihydroxyphenyl)acetate exchange	EX_34dhpha(e)	[e] : 34dhpha <==> 	-1000	1000	0
473	4-Aminobutanoate exchange	EX_4abut(e)	[e] : 4abut <==> 	-1000	1000	0
474	4-Hydroxyphenylacetate exchange	EX_4hphac(e)	[e] : 4hphac <==> 	-1000	1000	0
475	4-methylcatechol exchange	EX_4mcat(e)	[e] : 4mcat <==> 	-1000	1000	0
476	5-Aminopentanoate exchange	EX_5aptn(e)	[e] : 5aptn <==> 	-1000	1000	0
477	L-cysteate exchange	EX_Lcyst(e)	[e] : Lcyst <==> 	-1000	1000	0
478	Acetate exchange	EX_ac(e)	[e] : ac <==> 	-1000	1000	0
479	Acetaldehyde exchange	EX_acald(e)	[e] : acald <==> 	-1000	1000	0
480	N-Acetyl-D-glucosamine exchange	EX_acgam(e)	[e] : acgam <==> 	-1000	1000	0
481	Adenosylcobalamin exchange	EX_adpcbl(e)	[e] : adocbl <==> 	-1000	1000	0
482	D-Alanine exchange	EX_ala_D(e)	[e] : ala_D <==> 	-1000	1000	0
483	exchange reaction for L-alanine	EX_ala_L(e)	[e] : ala_L <==> 	-1000	1000	0
484	L-alanyl-L-aspartate exchange	EX_alaasp(e)	[e] : alaasp <==> 	-1000	1000	0
485	L-alanyl-L-glutamine exchange	EX_alagln(e)	[e] : alagln <==> 	-1000	1000	0
486	L-alanyl-L-glutamate exchange	EX_alaglu(e)	[e] : alaglu <==> 	-1000	1000	0
487	L-alanylglycine exchange	EX_alagly(e)	[e] : alagly <==> 	-1000	1000	0
488	L-alanyl-L-histidine exchange	EX_alahis(e)	[e] : alahis <==> 	-1000	1000	0
489	L-alanyl-L-leucine exchange	EX_alaleu(e)	[e] : alaleu <==> 	-1000	1000	0
490	L-alanyl-L-threonine exchange	EX_alathr(e)	[e] : alathr <==> 	-1000	1000	0
491	Allantoin exchange	EX_alltn(e)	[e] : alltn <==> 	-1000	1000	0
492	L-Arabinose exchange	EX_arab_L(e)	[e] : arab_L <==> 	-1000	1000	0
493	Arbutin exchange	EX_arbt(e)	[e] : arbt <==> 	-1000	1000	0
494	L-Arginine exchange	EX_arg_L(e)	[e] : arg_L <==> 	-1000	1000	0
495	exchange reaction for L-asparagine	EX_asn_L(e)	[e] : asn_L <==> 	-1000	1000	0
496	arsenite exchange	EX_aso3(e)	[e] : aso3 <==> 	-1000	1000	0
497	Arsenate exchange	EX_aso4(e)	[e] : aso4 <==> 	-1000	1000	0
498	L-Aspartate exchange	EX_asp_L(e)	[e] : asp_L <==> 	-1000	1000	0
499	(R)-3-Hydroxybutanoate transport via H+ symport	EX_bhb(e)	[e] : bhb <==> 	-1000	1000	0
500	EX Biomass c0	EX_biomass(e)	[c] : biomass <==> 	-1000	1000	0
501	Biotin exchange	EX_btn(e)	[e] : btn <==> 	-1000	1000	0
502	Butyrate (n-C4:0) exchange	EX_but(e)	[e] : but <==> 	-1000	1000	0
503	butanesulfonate exchange	EX_butso3(e)	[e] : butso3 <==> 	-1000	1000	0
504	Calcium exchange	EX_ca2(e)	[e] : ca2 <==> 	-1000	1000	0
505	Cob(I)alamin exchange	EX_cbl1(e)	[e] : cbl1 <==> 	-1000	1000	0
506	Cob(II)alamin exchange	EX_cbl2(e)	[e] : cbl2 <==> 	-1000	1000	0
507	Cadmium exchange	EX_cd2(e)	[e] : cd2 <==> 	-1000	1000	0
508	Cellobiose exchange	EX_cellb(e)	[e] : cellb <==> 	-1000	1000	0
509	Cys-Gly exchange	EX_cgly(e)	[e] : cgly <==> 	-1000	1000	0
510	Methanethiol exchange	EX_ch4s(e)	[e] : ch4s <==> 	-1000	1000	0
511	exchange reaction for Chloride	EX_cl(e)	[e] : cl <==> 	-1000	1000	0
512	CO2 exchange	EX_co2(e)	[e] : co2 <==> 	-1000	1000	0
513	Co2+ exchange	EX_cobalt2(e)	[e] : cobalt2 <==> 	-1000	1000	0
514	Chromate exchange	EX_cro4(e)	[e] : cro4 <==> 	-1000	1000	0
515	Cytosine exchange	EX_csn(e)	[e] : csn <==> 	-1000	1000	0
516	Cu2+ exchange	EX_cu2(e)	[e] : cu2 <==> 	-1000	1000	0
517	exchange reaction for L-cysteine	EX_cys_L(e)	[e] : cys_L <==> 	-1000	1000	0
518	exchange reaction for Deoxyguanosine	EX_dgsn(e)	[e] : dgsn <==> 	-1000	1000	0
519	Deoxyribose exchange	EX_drib(e)	[e] : drib <==> 	-1000	1000	0
520	Ethanolamine exchange	EX_etha(e)	[e] : etha <==> 	-1000	1000	0
521	ethanesulfonate exchange	EX_ethso3(e)	[e] : ethso3 <==> 	-1000	1000	0
522	Ethanol exchange	EX_etoh(e)	[e] : etoh <==> 	-1000	1000	0
523	EX_fe2(u)	EX_fe2(e)	[e] : fe2 <==> 	-1000	1000	0
524	Fe3+ exchange	EX_fe3(e)	[e] : fe3 <==> 	-1000	1000	0
525	Ferrichrome exchange	EX_fecrm(e)	[e] : fecrm <==> 	-1000	1000	0
526	Formate exchange	EX_for(e)	[e] : for <==> 	-1000	1000	0
527	exchange reaction for D-Fructose	EX_fru(e)	[e] : fru <==> 	-1000	1000	0
528	exchange reaction for D-Galactose	EX_gal(e)	[e] : gal <==> 	-1000	1000	0
529	Galactitol exchange	EX_galt(e)	[e] : galt <==> 	-1000	1000	0
530	exchange reaction for D-Glucosamine	EX_gam(e)	[e] : gam <==> 	-1000	1000	0
531	Glycolaldehyde exchange	EX_gcald(e)	[e] : gcald <==> 	-1000	1000	0
532	D-Glucose exchange	EX_glc_D(e)	[e] : glc_D <==> 	-1000	1000	0
533	exchange reaction for L-glutamine	EX_gln_L(e)	[e] : gln_L <==> 	-1000	1000	0
534	L-Glutamate exchange	EX_glu_L(e)	[e] : glu_L <==> 	-1000	1000	0
535	exchange reaction for Glycine	EX_gly(e)	[e] : gly <==> 	-1000	1000	0
536	Glycyl-L-asparagine exchange	EX_glyasn(e)	[e] : glyasn <==> 	-1000	1000	0
537	Glycyl-L-aspartate exchange	EX_glyasp(e)	[e] : glyasp <==> 	-1000	1000	0
538	Glycine betaine exchange	EX_glyb(e)	[e] : glyb <==> 	-1000	1000	0
539	Ex_glyc3p[e]	EX_glyc3p(e)	[e] : glyc3p <==> 	-1000	1000	0
540	Gly-Cys exchange reaction	EX_glycys(e)	[e] : glycys <==> 	-1000	1000	0
541	Glycyl-L-glutamine exchange	EX_glygln(e)	[e] : glygln <==> 	-1000	1000	0
542	Glycyl-L-glutamate exchange	EX_glyglu(e)	[e] : glyglu <==> 	-1000	1000	0
543	Glycylleucine exchange	EX_glyleu(e)	[e] : glyleu <==> 	-1000	1000	0
544	Glycyl-L-methionine exchange	EX_glymet(e)	[e] : glymet <==> 	-1000	1000	0
545	exchange reaction for glycylphenylalaine	EX_glyphe(e)	[e] : glyphe <==> 	-1000	1000	0
546	Glycylproline exchange	EX_glypro(e)	[e] : glypro <==> 	-1000	1000	0
547	Glycyl-L-tyrosine exchange	EX_glytyr(e)	[e] : glytyr <==> 	-1000	1000	0
548	exchange reaction for proton	EX_h(e)	[e] : h <==> 	-1000	1000	0
549	H2 exchange	EX_h2(e)	[e] : h2 <==> 	-1000	1000	0
550	H2O exchange	EX_h2o(e)	[e] : h2o <==> 	-1000	1000	0
551	Hydrogen sulfide exchange	EX_h2s(e)	[e] : h2s <==> 	-1000	1000	0
552	Hexadecanoate (n-C16:0) exchange	EX_hdca(e)	[e] : hdca <==> 	-1000	1000	0
553	Hexanesulfonate exchange	EX_hexs(e)	[e] : hexs <==> 	-1000	1000	0
554	Hg2+ exchange	EX_hg2(e)	[e] : hg2 <==> 	-1000	1000	0
555	exchange reaction for L-histidine	EX_his_L(e)	[e] : his_L <==> 	-1000	1000	0
556	Hypoxanthine exchange	EX_hxan(e)	[e] : hxan <==> 	-1000	1000	0
557	L-Isoleucine exchange	EX_ile_L(e)	[e] : ile_L <==> 	-1000	1000	0
558	Indole-3-acetate exchange	EX_ind3ac(e)	[e] : ind3ac <==> 	-1000	1000	0
559	Indole-3-propionate exchange	EX_ind3ppa(e)	[e] : ind3ppa <==> 	-1000	1000	0
560	Isethionic acid exchange	EX_isetac(e)	[e] : isetac <==> 	-1000	1000	0
561	Isobutyrate exchange	EX_isobut(e)	[e] : isobut <==> 	-1000	1000	0
562	Isocaproate exchange	EX_isocapr(e)	[e] : isocapr <==> 	-1000	1000	0
563	Isovalerate exchange	EX_isoval(e)	[e] : isoval <==> 	-1000	1000	0
564	K+ exchange	EX_k(e)	[e] : k <==> 	-1000	1000	0
565	D-lactate exchange	EX_lac_D(e)	[e] : lac_D <==> 	-1000	1000	0
566	L-Lactate exchange	EX_lac_L(e)	[e] : lac_L <==> 	-1000	1000	0
567	Lactose exchange	EX_lcts(e)	[e] : lcts <==> 	-1000	1000	0
568	L-Leucine exchange	EX_leu_L(e)	[e] : leu_L <==> 	-1000	1000	0
569	L-Lysine exchange	EX_lys_L(e)	[e] : lys_L <==> 	-1000	1000	0
570	Maltose exchange	EX_malt(e)	[e] : malt <==> 	-1000	1000	0
571	exchange reaction for D-Mannose	EX_man(e)	[e] : man <==> 	-1000	1000	0
572	D-Methionine exchange	EX_met_D(e)	[e] : met_D <==> 	-1000	1000	0
573	L-Methionine exchange	EX_met_L(e)	[e] : met_L <==> 	-1000	1000	0
574	L-methionyl-L-alanine exchange	EX_metala(e)	[e] : metala <==> 	-1000	1000	0
575	L-methionine-R-sulfoxide exchange	EX_metsox_R_L(e)	[e] : metsox_R_L <==> 	-1000	1000	0
576	L-Methionine S-oxide exchange	EX_metsox_S_L(e)	[e] : metsox_S_L <==> 	-1000	1000	0
577	Mg exchange	EX_mg2(e)	[e] : mg2 <==> 	-1000	1000	0
578	Mn2+ exchange	EX_mn2(e)	[e] : mn2 <==> 	-1000	1000	0
579	D-Mannitol exchange	EX_mnl(e)	[e] : mnl <==> 	-1000	1000	0
580	Molybdate exchange	EX_mobd(e)	[e] : mobd <==> 	-1000	1000	0
581	3-(n-Morpholino)Propanesulfonic Acid exchange	EX_mops(e)	[e] : mops <==> 	-1000	1000	0
582	Menaquinone 7 exchange	EX_mqn7(e)	[e] : mqn7 <==> 	-1000	1000	0
583	methanesulfonate exchange	EX_mso3(e)	[e] : mso3 <==> 	-1000	1000	0
584	exchange reaction for Sodium	EX_na1(e)	[e] : na1 <==> 	-1000	1000	0
585	Nicotinate exchange	EX_nac(e)	[e] : nac <==> 	-1000	1000	0
586	Ammonia exchange	EX_nh4(e)	[e] : nh4 <==> 	-1000	1000	0
587	Nitrite exchange	EX_no2(e)	[e] : no2 <==> 	-1000	1000	0
588	exchange reaction for oxugen	EX_o2(e)	[e] : o2 <==> 	-1000	1000	0
589	echange reaction for octadecanoate (n-C18:0)	EX_ocdca(e)	[e] : ocdca <==> 	-1000	1000	0
590	Ornithine exchange	EX_orn(e)	[e] : orn <==> 	-1000	1000	0
591	Oxalate exchange	EX_oxa(e)	[e] : oxa <==> 	-1000	1000	0
592	Phenylacetic acid exchange	EX_pac(e)	[e] : pac <==> 	-1000	1000	0
593	Lead exchange	EX_pb(e)	[e] : pb <==> 	-1000	1000	0
594	p-cresol exchange	EX_pcresol(e)	[e] : pcresol <==> 	-1000	1000	0
595	exchange reaction for L-phenylalanine	EX_phe_L(e)	[e] : phe_L <==> 	-1000	1000	0
596	Phenylpyruvate exchange	EX_phpyr(e)	[e] : phpyr <==> 	-1000	1000	0
597	Phosphate exchange	EX_pi(e)	[e] : pi <==> 	-1000	1000	0
598	(R)-Pantothenate exchange	EX_pnto_R(e)	[e] : pnto_R <==> 	-1000	1000	0
599	Propionate exchange	EX_ppa(e)	[e] : ppa <==> 	-1000	1000	0
600	Phenylpropanoate exchange	EX_pppn(e)	[e] : pppn <==> 	-1000	1000	0
601	L-Proline exchange	EX_pro_L(e)	[e] : pro_L <==> 	-1000	1000	0
602	Exchange of 1,4-butanediammonium	EX_ptrc(e)	[e] : ptrc <==> 	-1000	1000	0
603	exchange reaction for Pyridoxal	EX_pydx(e)	[e] : pydx <==> 	-1000	1000	0
604	exchange reaction for Pyridoxine	EX_pydxn(e)	[e] : pydxn <==> 	-1000	1000	0
605	Pyruvate exchange	EX_pyr(e)	[e] : pyr <==> 	-1000	1000	0
606	exchange reaction for ribose	EX_rib_D(e)	[e] : rib_D <==> 	-1000	1000	0
607	exchange reaction for Riboflavin	EX_ribflv(e)	[e] : ribflv <==> 	-1000	1000	0
608	Salicin exchange	EX_salcn(e)	[e] : salcn <==> 	-1000	1000	0
609	d_Sorbitol exchange	EX_sbt_D(e)	[e] : sbt_D <==> 	-1000	1000	0
610	exchange reaction for L-serine	EX_ser_L(e)	[e] : ser_L <==> 	-1000	1000	0
611	Sulfate exchange	EX_so4(e)	[e] : so4 <==> 	-1000	1000	0
612	Exchange of spermidine(3+)	EX_spmd(e)	[e] : spmd <==> 	-1000	1000	0
613	Succinate exchange	EX_succ(e)	[e] : succ <==> 	-1000	1000	0
614	Sucrose exchange	EX_sucr(e)	[e] : sucr <==> 	-1000	1000	0
615	sulfoacetate exchange	EX_sulfac(e)	[e] : sulfac <==> 	-1000	1000	0
616	Taurine exchange	EX_taur(e)	[e] : taur <==> 	-1000	1000	0
617	exchange reaction for Thiamin	EX_thm(e)	[e] : thm <==> 	-1000	1000	0
618	L-Threonine exchange	EX_thr_L(e)	[e] : thr_L <==> 	-1000	1000	0
619	Trimethylamine exchange	EX_tma(e)	[e] : tma <==> 	-1000	1000	0
620	Trehalose exchange	EX_tre(e)	[e] : tre <==> 	-1000	1000	0
621	L-Tryptophan exchange	EX_trp_L(e)	[e] : trp_L <==> 	-1000	1000	0
622	exchange reaction for tetradecanoate (n-C14:0)	EX_ttdca(e)	[e] : ttdca <==> 	-1000	1000	0
623	L-Tyrosine exchange	EX_tyr_L(e)	[e] : tyr_L <==> 	-1000	1000	0
624	Uracil exchange	EX_ura(e)	[e] : ura <==> 	-1000	1000	0
625	Urea exchange	EX_urea(e)	[e] : urea <==> 	-1000	1000	0
626	L-Valine exchange	EX_val_L(e)	[e] : val_L <==> 	-1000	1000	0
627	Ex_xan[e]	EX_xan(e)	[e] : xan <==> 	-1000	1000	0
628	D-Xylose exchange	EX_xyl_D(e)	[e] : xyl_D <==> 	-1000	1000	0
629	Zinc exchange	EX_zn2(e)	[e] : zn2 <==> 	-1000	1000	0
630	fatty-acid--CoA ligase (tetradecanoate)	FACOAL140	[c] : coa + atp + ttdca <==> amp + ppi + tdcoa	-1000	1000	0
631	fatty-acid--CoA ligase (hexadecanoate)	FACOAL160	[c] : coa + atp + hdca <==> amp + ppi + pmtcoa	-1000	1000	0
632	fatty-acid--CoA ligase (hexadecenoate)	FACOAL161	[c] : coa + atp + hdcea <==> amp + ppi + hdcoa	-1000	1000	0
633	fatty-acid--CoA ligase (octadecanoate)	FACOAL180	[c] : coa + atp + ocdca <==> amp + ppi + stcoa	-1000	1000	0
634	fatty-acid--CoA ligase (octadecenoate)	FACOAL181	[c] : coa + atp + ocdcea <==> amp + ppi + odecoa	-1000	1000	0
635	fatty-acid--CoA ligase (ANTEISO15)	FACOALAI15	[c] : coa + atp + fa4 <==> amp + ppi + aipdcoa	-1000	1000	0
636	fatty-acid--CoA ligase (ANTEISO17)	FACOALAI17	[c] : coa + atp + fa12 <==> amp + ppi + aihpdcoa	-1000	1000	0
637	fatty-acid--CoA ligase (ISO14)	FACOALI14	[c] : coa + atp + fa1 <==> amp + ppi + itdcoa	-1000	1000	0
638	fatty-acid--CoA ligase (ISO15)	FACOALI15	[c] : coa + atp + fa3 <==> amp + ppi + ipdcoa	-1000	1000	0
639	fatty-acid--CoA ligase (ISO16)	FACOALI16	[c] : coa + atp + fa6 <==> amp + ppi + ihdcoa	-1000	1000	0
640	fatty-acid--CoA ligase (ISO17)	FACOALI17	[c] : coa + atp + fa11 <==> amp + ppi + ihpdcoa	-1000	1000	0
641	fructose-bisphosphate aldolase	FBA	[c] : fdp <==> g3p + dhap	-1000	1000	0
642	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	FBA2	[c] : f1p <==> glyald + dhap	-1000	1000	0
643	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	FBA3	[c] : s17bp <==> e4p + dhap	-1000	1000	0
644	fructose-bisphosphatase	FBP	[c] : h2o + fdp --> pi + f6p	0	1000	0
645	Ferrochelatase, cytosol	FCLTc	[c] : fe2 + ppp9 --> (2) h + pheme	0	1000	0
646	formate dehydrogenase	FDH	[c] : nad + for --> nadh + co2	0	1000	0
647	formate dehydrogenase (quinone-8: 2 protons)	FDH2	(3) h[c] + for[c] + q8[c] --> (2) h[e] + co2[c] + q8h2[c]	0	1000	0
648	Ferredoxin:NAD oxidoreductase, generating a proton motive force	FDNADOX_H	nad[c] + fdxrd[c] <==> nadh[c] + h[e] + fdxox[c]	-1000	1000	0
649	iron (II) transport via ABC system	FE2abc	h2o[c] + atp[c] + fe2[e] --> h[c] + pi[c] + adp[c] + fe2[c]	0	1000	0
650	iron (III) transport via ABC system	FE3abc	h2o[c] + atp[c] + fe3[e] --> h[c] + pi[c] + adp[c] + fe3[c]	0	1000	0
651	Ferrichrome transport via ABC module	FECRMabc	h2o[c] + atp[c] + fecrm[e] --> h[c] + pi[c] + adp[c] + fecrm[c]	0	1000	0
652	FMN adenylyltransferase	FMNAT	[c] : h + atp + fmn --> fad + ppi	0	1000	0
653	dihydropteroate synthase	FOLD3	[c] : 4abz + 2ahhmd --> ppi + dhpt	0	1000	0
654	Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	FORTHFC	[c] : (2) h + 5forthf <==> nh4 + methf	-1000	1000	0
655	formate transport in via proton symport	FORt2r	h[e] + for[e] <==> h[c] + for[c]	-1000	1000	0
656	folylpolyglutamate synthetase	FPGS	[c] : (4) glu_L + atp + thf --> h + (3) h2o + pi + adp + 5thf	0	1000	0
657	folylpolyglutamate synthetase (10fthf)	FPGS7	[c] : (4) glu_L + atp + 10fthf --> h + (3) h2o + pi + adp + 10fthf5glu	0	1000	0
658	TetrahydrofolateL-glutamate gamma-ligase (ADP-forming)	FPGS_tm	[c] : glu_L + atp + thf --> h + pi + adp + thfglu	0	1000	0
659	fumarate reductase	FRD2	[c] : fum + mql8 --> mqn8 + succ	0	1000	0
660	fumarate reductase	FRD3	[c] : fum + 2dmmql8 --> 2dmmq8 + succ	0	1000	0
661	fumarate reductase	FRD7	[c] : fum + q8h2 --> succ + q8	0	1000	0
662	farnesyltranstransferase	FRTT	[c] : ipdp + frdp --> ppi + ggdp	0	1000	0
663	fructose-1-phosphate kinase	FRUK	[c] : atp + f1p --> h + adp + fdp	0	1000	0
