	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
401	5mthex2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR5M6	[c] : 5mthex2eACP + h + nadph --> 5mhexACP + nadp	0	1000	0
402	6mtoct2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR6M8	[c] : 6mtoct2eACP + h + nadph --> 6mocACP + nadp	0	1000	0
403	7mtoct2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR7M8	[c] : 7mtoct2eACP + h + nadph --> 7mocACP + nadp	0	1000	0
404	8mtdec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR8M10	[c] : 8mtdec2eACP + h + nadph --> 8mdcaACP + nadp	0	1000	0
405	9mtdec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific	EAR9M10	[c] : 9mtdec2eACP + h + nadph --> 9mdcaACP + nadp	0	1000	0
406	3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA)	ECOAH12	[c] : 2mp2coa + h2o --> 3hibutcoa	0	1000	0
407	L-Erythro-4-Hydroxyglutamate:2-Oxoglutarate Aminotransferase	EHGLAT	[c] : akg + e4hglu --> 4h2oglt + glu_L	0	1000	0
408	Enolase	ENO	[c] : 2pg <==> h2o + pep	-1000	1000	0
409	Ethanolamine ammonia-lyase	ETHAAL	[c] : etha --> acald + nh4	0	1000	0
410	Ethanolamine transport in via proton symport	ETHAt2	etha[e] + h[e] --> etha[c] + h[c]	0	1000	0
411	ethanesulfonate transport via ABC system	ETHSO3abc	atp[c] + ethso3[e] + h2o[c] --> adp[c] + ethso3[c] + h[c] + pi[c]	0	1000	0
412	Ethanol Reversible Transport	ETOHt	etoh[e] <==> etoh[c]	-1000	1000	0
413	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) exchange	EX_12dgr180(e)	[e] : 12dgr180 <==> 	-1000	1000	0
414	4-Aminobutanoate exchange	EX_4abut(e)	[e] : 4abut <==> 	-1000	1000	0
415	L-cysteate exchange	EX_Lcyst(e)	[e] : Lcyst <==> 	-1000	1000	0
416	Acetate exchange	EX_ac(e)	[e] : ac <==> 	-1000	1000	0
417	Acetaldehyde exchange	EX_acald(e)	[e] : acald <==> 	-1000	1000	0
418	N-Acetyl-D-glucosamine exchange	EX_acgam(e)	[e] : acgam <==> 	-1000	1000	0
419	exchange reaction for Adenosine	EX_adn(e)	[e] : adn <==> 	-1000	1000	0
420	Adenosylcobalamin exchange	EX_adocbl(e)	[e] : adocbl <==> 	-1000	1000	0
421	exchange reaction for L-alanine	EX_ala_L(e)	[e] : ala_L <==> 	-1000	1000	0
422	L-alanyl-L-aspartate exchange	EX_alaasp(e)	[e] : alaasp <==> 	-1000	1000	0
423	L-alanyl-L-glutamine exchange	EX_alagln(e)	[e] : alagln <==> 	-1000	1000	0
424	L-alanyl-L-glutamate exchange	EX_alaglu(e)	[e] : alaglu <==> 	-1000	1000	0
425	L-alanylglycine exchange	EX_alagly(e)	[e] : alagly <==> 	-1000	1000	0
426	L-alanyl-L-histidine exchange	EX_alahis(e)	[e] : alahis <==> 	-1000	1000	0
427	L-alanyl-L-leucine exchange	EX_alaleu(e)	[e] : alaleu <==> 	-1000	1000	0
428	L-alanyl-L-threonine exchange	EX_alathr(e)	[e] : alathr <==> 	-1000	1000	0
429	AMP exchange	EX_amp(e)	[e] : amp <==> 	-1000	1000	0
430	L-Arabinose exchange	EX_arab_L(e)	[e] : arab_L <==> 	-1000	1000	0
431	Arbutin exchange	EX_arbt(e)	[e] : arbt <==> 	-1000	1000	0
432	L-Arginine exchange	EX_arg_L(e)	[e] : arg_L <==> 	-1000	1000	0
433	Arsenobetaine exchange	EX_arsenb(e)	[e] : arsenb <==> 	-1000	1000	0
434	exchange reaction for L-asparagine	EX_asn_L(e)	[e] : asn_L <==> 	-1000	1000	0
435	arsenite exchange	EX_aso3(e)	[e] : aso3 <==> 	-1000	1000	0
436	Arsenate exchange	EX_aso4(e)	[e] : aso4 <==> 	-1000	1000	0
437	L-Aspartate exchange	EX_asp_L(e)	[e] : asp_L <==> 	-1000	1000	0
438	(R)-3-Hydroxybutanoate transport via H+ symport	EX_bhb(e)	[e] : bhb <==> 	-1000	1000	0
439	EX Biomass c0	EX_biomass(e)	[c] : biomass <==> 	-1000	1000	0
440	Biotin exchange	EX_btn(e)	[e] : btn <==> 	-1000	1000	0
441	butanesulfonate exchange	EX_butso3(e)	[e] : butso3 <==> 	-1000	1000	0
442	Calcium exchange	EX_ca2(e)	[e] : ca2 <==> 	-1000	1000	0
443	Cob(I)alamin exchange	EX_cbl1(e)	[e] : cbl1 <==> 	-1000	1000	0
444	Cob(II)alamin exchange	EX_cbl2(e)	[e] : cbl2 <==> 	-1000	1000	0
445	Cadmium exchange	EX_cd2(e)	[e] : cd2 <==> 	-1000	1000	0
446	Cellobiose exchange	EX_cellb(e)	[e] : cellb <==> 	-1000	1000	0
447	Cys-Gly exchange	EX_cgly(e)	[e] : cgly <==> 	-1000	1000	0
448	exchange reaction for Chloride	EX_cl(e)	[e] : cl <==> 	-1000	1000	0
449	CO2 exchange	EX_co2(e)	[e] : co2 <==> 	-1000	1000	0
450	Co2+ exchange	EX_cobalt2(e)	[e] : cobalt2 <==> 	-1000	1000	0
451	Chromate exchange	EX_cro4(e)	[e] : cro4 <==> 	-1000	1000	0
452	Cu2+ exchange	EX_cu2(e)	[e] : cu2 <==> 	-1000	1000	0
453	exchange reaction for L-cysteine	EX_cys_L(e)	[e] : cys_L <==> 	-1000	1000	0
454	exchange reaction for Cytidine	EX_cytd(e)	[e] : cytd <==> 	-1000	1000	0
455	exchange reaction for 2-deoxyadenosine	EX_dad_2(e)	[e] : dad_2 <==> 	-1000	1000	0
456	exchange reaction for Deoxycytidine	EX_dcyt(e)	[e] : dcyt <==> 	-1000	1000	0
457	exchange reaction for Deoxyguanosine	EX_dgsn(e)	[e] : dgsn <==> 	-1000	1000	0
458	exchange reaction for Deoxyinosine	EX_din(e)	[e] : din <==> 	-1000	1000	0
459	Deoxyribose exchange	EX_drib(e)	[e] : drib <==> 	-1000	1000	0
460	exchange reaction for Deoxyuridine	EX_duri(e)	[e] : duri <==> 	-1000	1000	0
461	Ethanolamine exchange	EX_etha(e)	[e] : etha <==> 	-1000	1000	0
462	ethanesulfonate exchange	EX_ethso3(e)	[e] : ethso3 <==> 	-1000	1000	0
463	Ethanol exchange	EX_etoh(e)	[e] : etoh <==> 	-1000	1000	0
464	EX_fe2(u)	EX_fe2(e)	[e] : fe2 <==> 	-1000	1000	0
465	Fe3+ exchange	EX_fe3(e)	[e] : fe3 <==> 	-1000	1000	0
466	Ferrichrome exchange	EX_fecrm(e)	[e] : fecrm <==> 	-1000	1000	0
467	Formate exchange	EX_for(e)	[e] : for <==> 	-1000	1000	0
468	exchange reaction for D-Fructose	EX_fru(e)	[e] : fru <==> 	-1000	1000	0
469	Galactitol exchange	EX_galt(e)	[e] : galt <==> 	-1000	1000	0
470	exchange reaction for D-Glucosamine	EX_gam(e)	[e] : gam <==> 	-1000	1000	0
471	Glycolaldehyde exchange	EX_gcald(e)	[e] : gcald <==> 	-1000	1000	0
472	D-Glucose exchange	EX_glc_D(e)	[e] : glc_D <==> 	-1000	1000	0
473	exchange reaction for L-glutamine	EX_gln_L(e)	[e] : gln_L <==> 	-1000	1000	0
474	L-Glutamate exchange	EX_glu_L(e)	[e] : glu_L <==> 	-1000	1000	0
475	exchange reaction for Glycine	EX_gly(e)	[e] : gly <==> 	-1000	1000	0
476	Glycyl-L-asparagine exchange	EX_glyasn(e)	[e] : glyasn <==> 	-1000	1000	0
477	Glycyl-L-aspartate exchange	EX_glyasp(e)	[e] : glyasp <==> 	-1000	1000	0
478	Glycine betaine exchange	EX_glyb(e)	[e] : glyb <==> 	-1000	1000	0
479	Glycerol exchange	EX_glyc(e)	[e] : glyc <==> 	-1000	1000	0
480	Ex_glyc3p[e]	EX_glyc3p(e)	[e] : glyc3p <==> 	-1000	1000	0
481	Gly-Cys exchange reaction	EX_glycys(e)	[e] : glycys <==> 	-1000	1000	0
482	Glycyl-L-glutamine exchange	EX_glygln(e)	[e] : glygln <==> 	-1000	1000	0
483	Glycyl-L-glutamate exchange	EX_glyglu(e)	[e] : glyglu <==> 	-1000	1000	0
484	Glycylleucine exchange	EX_glyleu(e)	[e] : glyleu <==> 	-1000	1000	0
485	Glycyl-L-methionine exchange	EX_glymet(e)	[e] : glymet <==> 	-1000	1000	0
486	exchange reaction for glycylphenylalaine	EX_glyphe(e)	[e] : glyphe <==> 	-1000	1000	0
487	Glycylproline exchange	EX_glypro(e)	[e] : glypro <==> 	-1000	1000	0
488	Glycyl-L-tyrosine exchange	EX_glytyr(e)	[e] : glytyr <==> 	-1000	1000	0
489	Guanine exchange	EX_gua(e)	[e] : gua <==> 	-1000	1000	0
490	exchange reaction for proton	EX_h(e)	[e] : h <==> 	-1000	1000	0
491	H2 exchange	EX_h2(e)	[e] : h2 <==> 	-1000	1000	0
492	H2O exchange	EX_h2o(e)	[e] : h2o <==> 	-1000	1000	0
493	Hydrogen sulfide exchange	EX_h2s(e)	[e] : h2s <==> 	-1000	1000	0
494	Hexanesulfonate exchange	EX_hexs(e)	[e] : hexs <==> 	-1000	1000	0
495	Hg2+ exchange	EX_hg2(e)	[e] : hg2 <==> 	-1000	1000	0
496	exchange reaction for L-histidine	EX_his_L(e)	[e] : his_L <==> 	-1000	1000	0
497	Hypoxanthine exchange	EX_hxan(e)	[e] : hxan <==> 	-1000	1000	0
498	L-Isoleucine exchange	EX_ile_L(e)	[e] : ile_L <==> 	-1000	1000	0
499	Indole exchange	EX_indole(e)	[e] : indole <==> 	-1000	1000	0
500	Inosine exchange	EX_ins(e)	[e] : ins <==> 	-1000	1000	0
501	Isethionic acid exchange	EX_isetac(e)	[e] : isetac <==> 	-1000	1000	0
502	Isobutyrate exchange	EX_isobut(e)	[e] : isobut <==> 	-1000	1000	0
503	Isocaproate exchange	EX_isocapr(e)	[e] : isocapr <==> 	-1000	1000	0
504	Isovalerate exchange	EX_isoval(e)	[e] : isoval <==> 	-1000	1000	0
505	K+ exchange	EX_k(e)	[e] : k <==> 	-1000	1000	0
506	D-lactate exchange	EX_lac_D(e)	[e] : lac_D <==> 	-1000	1000	0
507	L-Lactate exchange	EX_lac_L(e)	[e] : lac_L <==> 	-1000	1000	0
508	L-Leucine exchange	EX_leu_L(e)	[e] : leu_L <==> 	-1000	1000	0
509	L-Lysine exchange	EX_lys_L(e)	[e] : lys_L <==> 	-1000	1000	0
510	Maltose exchange	EX_malt(e)	[e] : malt <==> 	-1000	1000	0
511	exchange reaction for D-Mannose	EX_man(e)	[e] : man <==> 	-1000	1000	0
512	L-Methionine exchange	EX_met_L(e)	[e] : met_L <==> 	-1000	1000	0
513	L-methionyl-L-alanine exchange	EX_metala(e)	[e] : metala <==> 	-1000	1000	0
514	Mg exchange	EX_mg2(e)	[e] : mg2 <==> 	-1000	1000	0
515	Mn2+ exchange	EX_mn2(e)	[e] : mn2 <==> 	-1000	1000	0
516	D-Mannitol exchange	EX_mnl(e)	[e] : mnl <==> 	-1000	1000	0
517	3-(n-Morpholino)Propanesulfonic Acid exchange	EX_mops(e)	[e] : mops <==> 	-1000	1000	0
518	Menaquinone 7 exchange	EX_mqn7(e)	[e] : mqn7 <==> 	-1000	1000	0
519	methanesulfonate exchange	EX_mso3(e)	[e] : mso3 <==> 	-1000	1000	0
520	exchange reaction for Sodium	EX_na1(e)	[e] : na1 <==> 	-1000	1000	0
521	Nicotinate exchange	EX_nac(e)	[e] : nac <==> 	-1000	1000	0
522	Ammonia exchange	EX_nh4(e)	[e] : nh4 <==> 	-1000	1000	0
523	exchange reaction for oxugen	EX_o2(e)	[e] : o2 <==> 	-1000	1000	0
524	Ornithine exchange	EX_orn(e)	[e] : orn <==> 	-1000	1000	0
525	Lead exchange	EX_pb(e)	[e] : pb <==> 	-1000	1000	0
526	exchange reaction for L-phenylalanine	EX_phe_L(e)	[e] : phe_L <==> 	-1000	1000	0
527	exchange reaction for heme	EX_pheme(e)	[e] : pheme <==> 	-1000	1000	0
528	Phosphate exchange	EX_pi(e)	[e] : pi <==> 	-1000	1000	0
529	(R)-Pantothenate exchange	EX_pnto_R(e)	[e] : pnto_R <==> 	-1000	1000	0
530	Propionate exchange	EX_ppa(e)	[e] : ppa <==> 	-1000	1000	0
531	Phenylpropanoate exchange	EX_pppn(e)	[e] : pppn <==> 	-1000	1000	0
532	L-Proline exchange	EX_pro_L(e)	[e] : pro_L <==> 	-1000	1000	0
533	Exchange of 1,4-butanediammonium	EX_ptrc(e)	[e] : ptrc <==> 	-1000	1000	0
534	exchange reaction for Pyridoxamine	EX_pydam(e)	[e] : pydam <==> 	-1000	1000	0
535	exchange reaction for Pyridoxal	EX_pydx(e)	[e] : pydx <==> 	-1000	1000	0
536	exchange reaction for Pyridoxine	EX_pydxn(e)	[e] : pydxn <==> 	-1000	1000	0
537	Raffinose exchange	EX_raffin(e)	[e] : raffin <==> 	-1000	1000	0
538	exchange reaction for ribose	EX_rib_D(e)	[e] : rib_D <==> 	-1000	1000	0
539	exchange reaction for Riboflavin	EX_ribflv(e)	[e] : ribflv <==> 	-1000	1000	0
540	Salicin exchange	EX_salcn(e)	[e] : salcn <==> 	-1000	1000	0
541	d_Sorbitol exchange	EX_sbt_D(e)	[e] : sbt_D <==> 	-1000	1000	0
542	exchange reaction for L-serine	EX_ser_L(e)	[e] : ser_L <==> 	-1000	1000	0
543	Siroheme exchange	EX_sheme(e)	[e] : sheme <==> 	-1000	1000	0
544	Sulfate exchange	EX_so4(e)	[e] : so4 <==> 	-1000	1000	0
545	Exchange of spermidine(3+)	EX_spmd(e)	[e] : spmd <==> 	-1000	1000	0
546	Succinate exchange	EX_succ(e)	[e] : succ <==> 	-1000	1000	0
547	Sucrose exchange	EX_sucr(e)	[e] : sucr <==> 	-1000	1000	0
548	sulfoacetate exchange	EX_sulfac(e)	[e] : sulfac <==> 	-1000	1000	0
549	Taurine exchange	EX_taur(e)	[e] : taur <==> 	-1000	1000	0
550	exchange reaction for Thiamin	EX_thm(e)	[e] : thm <==> 	-1000	1000	0
551	L-Threonine exchange	EX_thr_L(e)	[e] : thr_L <==> 	-1000	1000	0
552	Thymidine exchange	EX_thymd(e)	[e] : thymd <==> 	-1000	1000	0
553	Trehalose exchange	EX_tre(e)	[e] : tre <==> 	-1000	1000	0
554	L-Tryptophan exchange	EX_trp_L(e)	[e] : trp_L <==> 	-1000	1000	0
555	L-Tyrosine exchange	EX_tyr_L(e)	[e] : tyr_L <==> 	-1000	1000	0
556	Uracil exchange	EX_ura(e)	[e] : ura <==> 	-1000	1000	0
557	exchange reaction for Uridine	EX_uri(e)	[e] : uri <==> 	-1000	1000	0
558	L-Valine exchange	EX_val_L(e)	[e] : val_L <==> 	-1000	1000	0
559	Ex_xan[e]	EX_xan(e)	[e] : xan <==> 	-1000	1000	0
560	D-Xylose exchange	EX_xyl_D(e)	[e] : xyl_D <==> 	-1000	1000	0
561	Zinc exchange	EX_zn2(e)	[e] : zn2 <==> 	-1000	1000	0
562	Fructose-Bisphosphate Aldolase	FBA	[c] : fdp <==> dhap + g3p	-1000	1000	0
563	D-Fructose 1-Phosphate D-Glyceraldehyde-3-Phosphate-Lyase	FBA2	[c] : f1p <==> dhap + glyald	-1000	1000	0
564	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	FBA3	[c] : s17bp <==> dhap + e4p	-1000	1000	0
565	Fructose-Bisphosphatase	FBP	[c] : fdp + h2o --> f6p + pi	0	1000	0
566	Formate Dehydrogenase	FDH	[c] : for + nad --> co2 + nadh	0	1000	0
567	iron (II) transport via ABC system	FE2abc	atp[c] + fe2[e] + h2o[c] --> adp[c] + fe2[c] + h[c] + pi[c]	0	1000	0
568	iron (III) transport via ABC system	FE3abc	atp[c] + fe3[e] + h2o[c] --> adp[c] + fe3[c] + h[c] + pi[c]	0	1000	0
569	Ferrichrome transport via ABC module	FECRMabc	atp[c] + fecrm[e] + h2o[c] --> adp[c] + fecrm[c] + h[c] + pi[c]	0	1000	0
570	formimidoylglutamase	FGLU	[c] : forglu + h2o + h --> frmd + glu_L	0	1000	0
571	Fucokinase	FK	[c] : atp + fuc_L --> adp + fuc1p_L + h	0	1000	0
572	flavin reductase (NAD)	FLVRx	[c] : h + nadh + ribflv --> nad + rbflvrd	0	1000	0
573	FMN Adenylyltransferase	FMNAT	[c] : atp + fmn + h --> fad + ppi	0	1000	0
574	dihydropteroate synthase	FOLD3	[c] : 2ahhmd + 4abz --> dhpt + ppi	0	1000	0
575	aminomethyltransferase	FOMETR	[c] : 5fthf + h <==> h2o + methf	-1000	1000	0
576	Formiminotetrahydrofolate Cyclodeaminase (Ec 4.3.1.4)	FORTHFC	[c] : 5forthf + (2) h <==> methf + nh4	-1000	1000	0
577	formate transport in via proton symport	FORt2r	for[e] + h[e] <==> for[c] + h[c]	-1000	1000	0
578	Folylpolyglutamate Synthetase (10Fthf)	FPGS7	[c] : 10fthf + atp + (4) glu_L --> 10fthf5glu + adp + (3) h2o + h + pi	0	1000	0
579	TetrahydrofolateL-glutamate gamma-ligase (ADP-forming)	FPGS_tm	[c] : atp + glu_L + thf --> adp + h + pi + thfglu	0	1000	0
580	fumarate reductase	FRD2	[c] : fum + mql8 --> mqn8 + succ	0	1000	0
581	fumarate reductase	FRD3	[c] : 2dmmql8 + fum --> 2dmmq8 + succ	0	1000	0
582	fumarate reductase	FRD7	[c] : fum + q8h2 --> q8 + succ	0	1000	0
583	Farnesyltranstransferase	FRTT	[c] : frdp + ipdp --> ggdp + ppi	0	1000	0
584	fructose-1-phosphate kinase	FRUK	[c] : atp + f1p --> adp + fdp + h	0	1000	0
585	D-fructose transport via PEP:Pyr PTS	FRUpts	fru[e] + pep[c] --> f1p[c] + pyr[c]	0	1000	0
586	Farnesyltranstransferase (Trans, Trans, Cis-Geranylgeranyl Diphosphate-Generating)	FT	[c] : frdp + ipdp --> ppi + ttc_ggdp	0	1000	0
587	5-Formethyltetrahydrofolate Cyclo-Ligase	FTHFCL	[c] : 5fthf + atp --> adp + methf + pi	0	1000	0
588	Formate-Tetrahydrofolate Ligase	FTHFL	[c] : atp + for + thf --> 10fthf + adp + pi	0	1000	0
589	Fumarase	FUM	[c] : fum + h2o <==> mal_L	-1000	1000	0
590	Sulfite reductase (ferredoxin)	FXXRDO	[c] : (3) fdxox + (3) h2o + h2s <==> (3) fdxrd + (2) h + so3	-1000	1000	0
591	3 phospho D glyceroyl phosphate alpha D glucose 1 phosphate 6 phosphotransferase	G16BPS	[c] : 13dpg + g1p <==> 3pg + M01966	-1000	1000	0
592	glucosamine-1-phosphate N-acetyltransferase	G1PACT	[c] : accoa + gam1p --> acgam1p + coa + h	0	1000	0
593	glutamate-1-semialdehyde aminotransferase	G1SAT	[c] : glu1sa <==> 5aop	-1000	1000	0
594	glycerol-3-phosphate acyltransferase (C12:0)	G3PAT120	[c] : ddcaACP + glyc3p --> 1ddecg3p + ACP	0	1000	0
595	glycerol-3-phosphate acyltransferase (C14:0)	G3PAT140	[c] : glyc3p + myrsACP --> 1tdecg3p + ACP	0	1000	0
596	glycerol-3-phosphate acyltransferase (C14:1)	G3PAT141	[c] : glyc3p + tdeACP --> 1tdec7eg3p + ACP	0	1000	0
597	glycerol-3-phosphate acyltransferase (C16:0)	G3PAT160	[c] : glyc3p + palmACP --> 1hdecg3p + ACP	0	1000	0
598	glycerol-3-phosphate acyltransferase (C16:1)	G3PAT161	[c] : glyc3p + hdeACP --> 1hdec9eg3p + ACP	0	1000	0
599	glycerol-3-phosphate acyltransferase (C18:0)	G3PAT180	[c] : glyc3p + ocdcaACP --> 1odecg3p + ACP	0	1000	0
600	glycerol-3-phosphate acyltransferase (C18:1)	G3PAT181	[c] : glyc3p + octeACP --> 1odec11eg3p + ACP	0	1000	0
601	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase	G3PATAI15	[c] : aipdcoa + glyc3p + h --> 1aipdecg3p + coa	0	1000	0
602	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase	G3PATAI17	[c] : aihpdcoa + glyc3p --> 1aihpdecg3p + coa	0	1000	0
603	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase	G3PATI14	[c] : glyc3p + h + itdcoa --> 1itdecg3p + coa	0	1000	0
604	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase	G3PATI15	[c] : glyc3p + h + ipdcoa --> 1ipdecg3p + coa	0	1000	0
605	isohexadecanoyl-glycerol-3-phosphate O-acyltransferase	G3PATI16	[c] : glyc3p + h + ihdcoa --> 1ihdecg3p + coa	0	1000	0
606	isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase	G3PATI17	[c] : glyc3p + ihpdcoa --> 1ihpdecg3p + coa	0	1000	0
607	glycerol-3-phosphate cytidylyltransferase	G3PCT	[c] : ctp + glyc3p + h --> cdpglyc + ppi	0	1000	0
608	Glycerol-3-Phosphate Dehydrogenase (NAD)	G3PD1	[c] : glyc3p + nad <==> dhap + h + nadh	-1000	1000	0
609	glycerol-3-phosphate dehydrogenase (NADP)	G3PD2	[c] : glyc3p + nadp <==> dhap + h + nadph	-1000	1000	0
610	glycerol 3 phosphate dehydrogenase FAD irreversible	G3PD8i	[c] : fad + glyc3p --> dhap + fadh2	0	1000	0
611	L-Glutamate 5-Semialdehyde Dehydratase (Spontaneous)	G5SADs	[c] : glu5sa --> 1pyr5c + h2o + h	0	1000	0
612	Glucosamine-6-Phosphate Deaminase	G6PDA	[c] : gam6p + h2o --> f6p + nh4	0	1000	0
613	alpha-D-Glucose 6-phosphate ketol-isomerase	G6PI	[c] : g6p <==> g6p_B	-1000	1000	0
614	beta-D-Glucose 6-phosphate ketol-isomerase	G6PI3	[c] : g6p_B <==> f6p	-1000	1000	0
615	Galactokinase	GALK	[c] : atp + gal --> adp + gal1p + h	0	1000	0
616	aldose 1-epimerase (glucose), reversible	GALM1r	[c] : glc_bD <==> glc_D	-1000	1000	0
617	Galactose-1-Phosphate Uridylyltransferase	GALT	[c] : gal1p + h + utp <==> ppi + udpgal	-1000	1000	0
618	Galactitol transport via PEP:Pyr PTS	GALTpts	galt[e] + pep[c] --> galt1p[c] + pyr[c]	0	1000	0
619	UTP-Glucose-1-Phosphate Uridylyltransferase	GALU	[c] : g1p + h + utp <==> ppi + udpg	-1000	1000	0
620	D-glucosamine transport via PEP:Pyr PTS	GAMpts	gam[e] + pep[c] --> gam6p[c] + pyr[c]	0	1000	0
621	Glyceraldehyde-3-Phosphate Dehydrogenase	GAPD	[c] : g3p + nad + pi <==> 13dpg + h + nadh	-1000	1000	0
622	phosphoribosylglycinamide formyltransferase, irreversible	GARFTi	[c] : 10fthf + gar --> fgam + h + thf	0	1000	0
623	Glycoaldehyde:CO2 ligase	GCALDL	[c] : co2 + gcald --> h + hpyr	0	1000	0
624	Glycoaldehydye reversible transport	GCALDt	gcald[e] <==> gcald[c]	-1000	1000	0
625	glycine-cleavage complex	GCCa	[c] : gly + h + lpro --> alpro + co2	0	1000	0
626	glycine cleavage complex	GCCb	[c] : alpro + thf --> dhlpro + mlthf + nh4	0	1000	0
627	glycine-cleavage complex	GCCc	[c] : dhlpro + nad --> h + lpro + nadh	0	1000	0
628	Glutamine-Fructose-6-Phosphate Transaminase	GF6PTA	[c] : f6p + gln_L --> gam6p + glu_L	0	1000	0
629	GDP-L-Fucose Synthase	GFUCS	[c] : gdpddman + h + nadph --> gdpfuc + nadp	0	1000	0
630	gamma-glutamyl-gamma aminobutyric acid dehydrogenase	GGGABADr	[c] : ggbutal + h2o + nadp <==> gg4abut + (2) h + nadph	-1000	1000	0
631	Gamma-glutamyl-gamma aminobutyric acid dehydrogenase, NAD	GGGABARr	[c] : ggbutal + h2o + nad <==> gg4abut + (2) h + nadh	-1000	1000	0
632	Gamma-glutamyltransferase	GGTA	[c] : cgly + glu_L --> gthrd + h2o	0	1000	0
633	geranylgeranyltranstransferase	GGTT	[c] : ggdp + ipdp --> pendp + ppi	0	1000	0
634	glycine hydroxymethyltransferase	GHMT2	[c] : ser_L + thf --> gly + h2o + mlthf	0	1000	0
635	Guanylate Kinase (GMP:ATP)	GK1	[c] : atp + gmp <==> adp + gdp	-1000	1000	0
636	guanylate kinase (GMPdATP)	GK2	[c] : datp + gmp <==> dadp + gdp	-1000	1000	0
637	glycogen phosphorylase	GLCP	[c] : glycogen + pi --> g1p	0	1000	0
638	glycogen synthase (ADPGlc)	GLCS1	[c] : adpglc --> adp + glycogen + h	0	1000	0
639	D-glucose transport via ABC system	GLCabc	atp[c] + glc_D[e] + h2o[c] --> adp[c] + glc_D[c] + h[c] + pi[c]	0	1000	0
640	D-glucose transport via PEP:Pyr PTS	GLCpts	glc_D[e] + pep[c] --> g6p[c] + pyr[c]	0	1000	0
641	glucose-1-phosphate adenylyltransferase	GLGC	[c] : atp + g1p + h --> adpglc + ppi	0	1000	0
642	Glutamine Synthetase	GLNS	[c] : atp + glu_L + nh4 --> adp + gln_L + h + pi	0	1000	0
643	L-glutamine transport via ABC system	GLNabc	atp[c] + gln_L[e] + h2o[c] --> adp[c] + gln_L[c] + h[c] + pi[c]	0	1000	0
644	L-glutamine reversible transport via proton symport	GLNt2r	gln_L[e] + h[e] <==> gln_L[c] + h[c]	-1000	1000	0
645	4-aminobutyrate/glutamate antiport	GLUABUTt7	4abut[c] + glu_L[e] <==> 4abut[e] + glu_L[c]	-1000	1000	0
646	Glutamate Decarboxylase	GLUDC	[c] : glu_L + h --> 4abut + co2	0	1000	0
647	glutamate dehydrogenase (NAD)	GLUDxi	[c] : glu_L + h2o + nad --> akg + h + nadh + nh4	0	1000	0
648	Glutamate formiminotransferase (EC 2.1.2.5) @ Glutamate formyltransferase	GLUFORT	[c] : 5forthf + glu_L <==> forglu + h + thf	-1000	1000	0
649	glutaminase	GLUN	[c] : gln_L + h2o --> glu_L + nh4	0	1000	0
650	L-Glutamate:NADP+ oxidoreductase (transaminating)	GLUOX	[c] : (2) glu_L + nadp <==> akg + gln_L + h + nadph	-1000	1000	0
651	Glutamine Phosphoribosyldiphosphate Amidotransferase	GLUPRT	[c] : gln_L + h2o + prpp --> glu_L + ppi + pram	0	1000	0
652	glutamate racemase	GLUR	[c] : glu_D <==> glu_L	-1000	1000	0
653	glutamyl-tRNA reductase	GLUTRR	[c] : glutrna + h + nadph --> glu1sa + nadp + trnaglu	0	1000	0
654	Glutamyl-tRNA synthetase	GLUTRS	[c] : atp + glu_L + trnaglu --> amp + glutrna + ppi	0	1000	0
655	L-glutamate transport via proton symport, reversible	GLUt2r	glu_L[e] + h[e] <==> glu_L[c] + h[c]	-1000	1000	0
656	Glyoxylate Oxidase	GLXO1	[c] : glx + h2o + nad --> (2) h + nadh + oxa	0	1000	0
657	Hydrolysis of Glycyl-L-asparagine	GLYASN1c	[c] : glyasn + h2o <==> asn_L + gly	-1000	1000	0
658	Glycyl-L-asparagine transport via ABC system	GLYASNabc	atp[c] + glyasn[e] + h2o[c] --> adp[c] + glyasn[c] + h[c] + pi[c]	0	1000	0
659	Hydrolysis of Glycyl-L-aspartate	GLYASP1c	[c] : glyasp + h2o <==> asp_L + gly	-1000	1000	0
660	Glycyl-L-aspartate transport via ABC system	GLYASPabc	atp[c] + glyasp[e] + h2o[c] --> adp[c] + glyasp[c] + h[c] + pi[c]	0	1000	0
661	glycine C-acetyltransferase	GLYAT	[c] : accoa + gly <==> 2aobut + coa	-1000	1000	0
662	Glycine betaine transport via ABC system	GLYBabc	atp[c] + glyb[e] + h2o[c] --> adp[c] + glyb[c] + h[c] + pi[c]	0	1000	0
